M	P	NP	Time
1600	160	9	0.003954
1600	160	9	0.003000
1600	160	10	0.004373
1600	160	10	0.004673
1600	160	10	0.003539
1600	160	10	0.004290
1600	160	10	0.003262
1600	160	10	0.003183
1600	160	10	0.003126
1600	160	10	0.003325
1600	160	10	0.003333
1600	160	10	0.003484
1600	160	11	0.004188
1600	160	11	0.003413
1600	160	11	0.004968
1600	160	11	0.004313
1600	160	11	0.004771
1600	160	11	0.003644
1600	160	11	0.003458
1600	160	11	0.003275
1600	160	11	0.003341
1600	160	11	0.003647
1600	160	12	0.005496
1600	160	12	0.003922
1600	160	12	0.005461
1600	160	12	0.003782
1600	160	12	0.003901
1600	160	12	0.003895
1600	160	12	0.004035
1600	160	12	0.003860
1600	160	12	0.004931
1600	160	12	0.003563
1600	160	13	0.005995
1600	160	13	0.004032
1600	160	13	0.004105
1600	160	13	0.005236
1600	160	13	0.003694
1600	160	13	0.005171
1600	160	13	0.004096
1600	160	13	0.004375
1600	160	13	0.003926
1600	160	13	0.003893
1600	160	14	0.004961
1600	160	14	0.006075
1600	160	14	0.004015
1600	160	14	0.003968
1600	160	14	0.004699
1600	160	14	0.004345
1600	160	14	0.004090
1600	160	14	0.004180
1600	160	14	0.004304
1600	160	14	0.004486
1600	160	15	0.004147
1600	160	15	0.004442
1600	160	15	0.004559
1600	160	15	0.004639
1600	160	15	0.005144
1600	160	15	0.004265
1600	160	15	0.004440
1600	160	15	0.004787
1600	160	15	0.005834
1600	160	15	0.004107
1600	160	16	0.006987
1600	160	16	0.008611
1600	160	16	0.007836
1600	160	16	0.005085
1600	160	16	0.009643
1600	160	16	0.004611
1600	160	16	0.004626
1600	160	16	0.005307
1600	160	16	0.006121
1600	160	16	0.004682
1600	1600	1	0.063688
1600	1600	1	0.064411
1600	1600	1	0.061409
1600	1600	1	0.061769
1600	1600	1	0.061698
1600	1600	1	0.060858
1600	1600	1	0.062507
1600	1600	1	0.061638
1600	1600	1	0.062051
1600	1600	1	0.062352
1600	1600	2	0.029933
1600	1600	2	0.029664
1600	1600	2	0.028423
1600	1600	2	0.028957
1600	1600	2	0.028584
1600	1600	2	0.033509
1600	1600	2	0.028928
1600	1600	2	0.028356
1600	1600	2	0.029016
1600	1600	2	0.028802
1600	1600	3	0.021859
1600	1600	3	0.022730
1600	1600	3	0.020494
1600	1600	3	0.020785
1600	1600	3	0.020249
1600	1600	3	0.020804
1600	1600	3	0.019955
1600	1600	3	0.021692
1600	1600	3	0.020431
1600	1600	3	0.021796
1600	1600	4	0.016449
1600	1600	4	0.023768
1600	1600	4	0.016834
1600	1600	4	0.016992
1600	1600	4	0.022865
1600	1600	4	0.022736
1600	1600	4	0.017316
1600	1600	4	0.023620
1600	1600	4	0.017591
1600	1600	4	0.016445
1600	1600	5	0.019035
1600	1600	5	0.014616
1600	1600	5	0.021367
1600	1600	5	0.014366
1600	1600	5	0.017531
1600	1600	5	0.014686
1600	1600	5	0.017028
1600	1600	5	0.014663
1600	1600	5	0.014620
1600	1600	5	0.020004
1600	1600	6	0.017531
1600	1600	6	0.017297
1600	1600	6	0.013140
1600	1600	6	0.017087
1600	1600	6	0.018268
1600	1600	6	0.014398
1600	1600	6	0.017785
1600	1600	6	0.017395
1600	1600	6	0.014053
1600	1600	6	0.014030
1600	1600	7	0.016268
1600	1600	7	0.015476
1600	1600	7	0.015747
1600	1600	7	0.014396
1600	1600	7	0.015702
1600	1600	7	0.012841
1600	1600	7	0.012954
1600	1600	7	0.012826
1600	1600	7	0.018453
1600	1600	7	0.016316
1600	1600	8	0.014786
1600	1600	8	0.014969
1600	1600	8	0.014235
1600	1600	8	0.015699
1600	1600	8	0.015242
1600	1600	8	0.014891
1600	1600	8	0.014289
1600	1600	8	0.015452
1600	1600	8	0.013845
1600	1600	8	0.015241
1600	1600	9	0.014692
1600	1600	9	0.014421
1600	1600	9	0.015545
1600	1600	9	0.014612
1600	1600	9	0.014356
1600	1600	9	0.014401
1600	1600	9	0.014522
1600	1600	9	0.014057
1600	1600	9	0.014687
1600	1600	9	0.013914
1600	1600	10	0.015727
1600	1600	10	0.014227
1600	1600	10	0.013003
1600	1600	10	0.013289
1600	1600	10	0.014477
1600	1600	10	0.013983
1600	1600	10	0.013541
1600	1600	10	0.013795
1600	1600	10	0.014191
1600	1600	10	0.015436
1600	1600	11	0.017723
1600	1600	11	0.014857
1600	1600	11	0.034524
1600	1600	11	0.015520
1600	1600	11	0.019063
1600	1600	11	0.013855
1600	1600	11	0.014645
1600	1600	11	0.013516
1600	1600	11	0.019960
1600	1600	11	0.017468
1600	1600	12	0.017498
1600	1600	12	0.016353
1600	1600	12	0.016205
1600	1600	12	0.013704
1600	1600	12	0.013190
1600	1600	12	0.013122
1600	1600	12	0.015691
1600	1600	12	0.013520
1600	1600	12	0.012900
1600	1600	12	0.013286
1600	1600	13	0.013171
1600	1600	13	0.015617
1600	1600	13	0.014851
1600	1600	13	0.013634
1600	1600	13	0.013538
1600	1600	13	0.013234
1600	1600	13	0.014153
1600	1600	13	0.012998
1600	1600	13	0.013173
1600	1600	13	0.012586
1600	1600	14	0.014091
1600	1600	14	0.012662
1600	1600	14	0.014055
1600	1600	14	0.013107
1600	1600	14	0.013733
1600	1600	14	0.013082
1600	1600	14	0.013165
1600	1600	14	0.012910
1600	1600	14	0.012891
1600	1600	14	0.014092
1600	1600	15	0.013581
1600	1600	15	0.014216
1600	1600	15	0.017485
1600	1600	15	0.014355
1600	1600	15	0.013451
1600	1600	15	0.013661
1600	1600	15	0.013780
1600	1600	15	0.014238
1600	1600	15	0.013152
1600	1600	15	0.013280
1600	1600	16	0.015446
1600	1600	16	0.013847
1600	1600	16	0.013572
1600	1600	16	0.014297
1600	1600	16	0.014345
1600	1600	16	0.013492
1600	1600	16	0.018002
1600	1600	16	0.014070
1600	1600	16	0.013749
1600	1600	16	0.013670
