M	P	NP	Time
1600	160	10	0.002468
1600	160	10	0.001993
1600	160	10	0.003498
1600	160	10	0.003483
1600	160	11	0.002531
1600	160	11	0.002510
1600	160	11	0.002471
1600	160	11	0.003086
1600	160	11	0.003168
1600	160	11	0.002714
1600	160	11	0.003568
1600	160	11	0.002208
1600	160	11	0.002577
1600	160	11	0.004877
1600	160	12	0.004363
1600	160	12	0.004169
1600	160	12	0.002296
1600	160	12	0.004880
1600	160	12	0.002521
1600	160	12	0.003465
1600	160	12	0.003798
1600	160	12	0.004488
1600	160	12	0.002849
1600	160	12	0.004620
1600	160	13	0.004010
1600	160	13	0.002974
1600	160	13	0.002952
1600	160	13	0.002240
1600	160	13	0.002464
1600	160	13	0.002490
1600	160	13	0.003223
1600	160	13	0.002315
1600	160	13	0.003086
1600	160	13	0.004651
1600	160	14	0.002868
1600	160	14	0.003691
1600	160	14	0.003328
1600	160	14	0.002529
1600	160	14	0.002885
1600	160	14	0.002952
1600	160	14	0.004753
1600	160	14	0.003856
1600	160	14	0.002990
1600	160	14	0.002631
1600	160	15	0.003600
1600	160	15	0.002955
1600	160	15	0.002608
1600	160	15	0.004455
1600	160	15	0.004490
1600	160	15	0.005148
1600	160	15	0.003805
1600	160	15	0.003743
1600	160	15	0.004483
1600	160	15	0.004359
1600	160	16	0.005304
1600	160	16	0.004414
1600	160	16	0.007863
1600	160	16	0.004520
1600	160	16	0.004534
1600	160	16	0.005549
1600	160	16	0.007215
1600	160	16	0.005594
1600	160	16	0.007082
1600	160	16	0.005738
1600	1600	1	0.060453
1600	1600	1	0.058183
1600	1600	1	0.060560
1600	1600	1	0.060076
1600	1600	1	0.059613
1600	1600	1	0.062680
1600	1600	1	0.059308
1600	1600	1	0.060204
1600	1600	1	0.058234
1600	1600	1	0.058515
1600	1600	2	0.023497
1600	1600	2	0.025994
1600	1600	2	0.024814
1600	1600	2	0.029784
1600	1600	2	0.026019
1600	1600	2	0.024836
1600	1600	2	0.024918
1600	1600	2	0.024833
1600	1600	2	0.025749
1600	1600	2	0.024457
1600	1600	3	0.016814
1600	1600	3	0.023367
1600	1600	3	0.016715
1600	1600	3	0.018313
1600	1600	3	0.019281
1600	1600	3	0.026573
1600	1600	3	0.021694
1600	1600	3	0.016515
1600	1600	3	0.020962
1600	1600	3	0.017050
1600	1600	4	0.015288
1600	1600	4	0.014846
1600	1600	4	0.014570
1600	1600	4	0.014726
1600	1600	4	0.022824
1600	1600	4	0.022675
1600	1600	4	0.014600
1600	1600	4	0.015307
1600	1600	4	0.021243
1600	1600	4	0.016040
1600	1600	5	0.016455
1600	1600	5	0.014657
1600	1600	5	0.018973
1600	1600	5	0.019701
1600	1600	5	0.020269
1600	1600	5	0.019971
1600	1600	5	0.019719
1600	1600	5	0.015060
1600	1600	5	0.018847
1600	1600	5	0.019157
1600	1600	6	0.016997
1600	1600	6	0.016790
1600	1600	6	0.016600
1600	1600	6	0.014724
1600	1600	6	0.015508
1600	1600	6	0.014032
1600	1600	6	0.014180
1600	1600	6	0.017165
1600	1600	6	0.015087
1600	1600	6	0.016491
1600	1600	7	0.015984
1600	1600	7	0.012420
1600	1600	7	0.016186
1600	1600	7	0.015132
1600	1600	7	0.015015
1600	1600	7	0.014840
1600	1600	7	0.014577
1600	1600	7	0.015192
1600	1600	7	0.012530
1600	1600	7	0.014796
1600	1600	8	0.013350
1600	1600	8	0.015653
1600	1600	8	0.014331
1600	1600	8	0.014482
1600	1600	8	0.014390
1600	1600	8	0.013971
1600	1600	8	0.013732
1600	1600	8	0.013485
1600	1600	8	0.015236
1600	1600	8	0.014463
1600	1600	9	0.013407
1600	1600	9	0.013632
1600	1600	9	0.013548
1600	1600	9	0.014348
1600	1600	9	0.012635
1600	1600	9	0.012874
1600	1600	9	0.013827
1600	1600	9	0.013269
1600	1600	9	0.014277
1600	1600	9	0.012574
1600	1600	10	0.014086
1600	1600	10	0.012768
1600	1600	10	0.012434
1600	1600	10	0.012531
1600	1600	10	0.012419
1600	1600	10	0.012173
1600	1600	10	0.012600
1600	1600	10	0.012404
1600	1600	10	0.012588
1600	1600	10	0.012496
1600	1600	11	0.013975
1600	1600	11	0.012874
1600	1600	11	0.012851
1600	1600	11	0.012007
1600	1600	11	0.012154
1600	1600	11	0.012296
1600	1600	11	0.013998
1600	1600	11	0.013613
1600	1600	11	0.012677
1600	1600	11	0.012433
1600	1600	12	0.014499
1600	1600	12	0.012438
1600	1600	12	0.012602
1600	1600	12	0.014032
1600	1600	12	0.011835
1600	1600	12	0.012329
1600	1600	12	0.013476
1600	1600	12	0.011978
1600	1600	12	0.011431
1600	1600	12	0.013525
1600	1600	13	0.013529
1600	1600	13	0.013782
1600	1600	13	0.012338
1600	1600	13	0.013796
1600	1600	13	0.013878
1600	1600	13	0.013179
1600	1600	13	0.012893
1600	1600	13	0.012084
1600	1600	13	0.011670
1600	1600	13	0.012676
1600	1600	14	0.015594
1600	1600	14	0.013394
1600	1600	14	0.012272
1600	1600	14	0.012783
1600	1600	14	0.013150
1600	1600	14	0.013546
1600	1600	14	0.012359
1600	1600	14	0.013797
1600	1600	14	0.012234
1600	1600	14	0.011584
1600	1600	15	0.013989
1600	1600	15	0.014118
1600	1600	15	0.013083
1600	1600	15	0.012684
1600	1600	15	0.013365
1600	1600	15	0.012232
1600	1600	15	0.014409
1600	1600	15	0.013430
1600	1600	15	0.013204
1600	1600	15	0.012361
1600	1600	16	0.015932
1600	1600	16	0.015170
1600	1600	16	0.013664
1600	1600	16	0.015877
1600	1600	16	0.014322
1600	1600	16	0.015504
1600	1600	16	0.017535
1600	1600	16	0.017277
1600	1600	16	0.015041
1600	1600	16	0.018285
